0,words,frequency
loan,['loan'],8
lodged,['lodged'],8
ricans,['ricans'],8
chai,['chai'],8
cleve,['cleve'],8
internally,['internally'],8
negotiable,['negotiable'],8
billy,['billy'],8
lleo,['lleo'],8
sweep,['sweep'],8
republica,['republica'],8
merit,['merit'],8
widescreen,['widescreen'],8
negitive,['negitive'],8
whopping,['whopping'],8
ricky,['ricky'],8
insists,['insists'],8
bj,['bj'],8
marmalade,['marmalade'],8
70th,['70th'],8
monoprix,['monoprix'],8
carafe,['carafe'],8
embarassing,['embarassing'],8
emailing,['emailing'],8
blisters,['blisters'],8
intent,['intent'],8
neuf,['neuf'],8
misery,['misery'],8
loes,['loes'],8
6ft,['6ft'],8
dressers,['dressers'],8
marshall,['marshall'],8
squashed,['squashed'],8
intending,['intending'],8
camping,['camping'],8
didnot,['didnot'],8
sundries,['sundries'],8
mayhem,['mayhem'],8
classified,['classified'],8
investigation,['investigation'],8
nazione,['nazione'],8
df,['df'],8
torches,['torches'],8
scorpion,['scorpion'],8
stafff,['stafff'],8
modernist,['modernist'],8
ip,['ip'],8
nations,['nations'],8
modernized,['modernized'],8
tricks,['tricks'],8
swarming,['swarming'],8
classed,['classed'],8
eileen,['eileen'],8
sardines,['sardines'],8
eighth,['eighth'],8
tribeca,['tribeca'],8
caruso,['caruso'],8
workshop,['workshop'],8
egyptian,['egyptian'],8
elbows,['elbows'],8
maximize,['maximize'],8
sunk,['sunk'],8
dident,['dident'],8
trinity,['trinity'],8
strongest,['strongest'],8
elena,['elena'],8
lawns,['lawns'],8
challenges,['challenges'],8
litlle,['litlle'],8
intervals,['intervals'],8
into,['into'],8
trimming,['trimming'],8
intolerable,['intolerable'],8
strips,['strips'],8
intriguing,['intriguing'],8
sweater,['sweater'],8
drills,['drills'],8
staf,['staf'],8
williams,['williams'],8
drip,['drip'],8
swaying,['swaying'],8
bencoolen,['bencoolen'],8
beautful,['beautful'],8
caren,['caren'],8
aprile,['aprile'],8
recommends,['recommends'],8
fellows,['fellows'],8
bs,['bs'],8
allot,['allot'],8
feces,['feces'],8
grasp,['grasp'],8
understandably,['understandably'],8
bore,['bore'],8
purses,['purses'],8
buckets,['buckets'],8
slipping,['slipping'],8
put,['put'],8
peeled,['peeled'],8
pee,['pee'],8
pyramids,['pyramids'],8
victims,['victims'],8
astronomical,['astronomical'],8
atenea,['atenea'],8
vieja,['vieja'],8
buddies,['buddies'],8
cushy,['cushy'],8
fastest,['fastest'],8
atlantico,['atlantico'],8
pavillion,['pavillion'],8
thierry,['thierry'],8
farmer,['farmer'],8
farewell,['farewell'],8
assignment,['assignment'],8
grading,['grading'],8
alessandro,['alessandro'],8
pumpkin,['pumpkin'],8
phenominal,['phenominal'],8
pharmacies,['pharmacies'],8
provision,['provision'],8
boulangerie,['boulangerie'],8
petal,['petal'],8
golfers,['golfers'],8
fiji,['fiji'],8
aman,['aman'],8
persuade,['persuade'],8
personell,['personell'],8
converter,['converter'],8
personalised,['personalised'],8
verbally,['verbally'],8
slack,['slack'],8
gorgous,['gorgous'],8
gosh,['gosh'],8
cumbersome,['cumbersome'],8
conventional,['conventional'],8
convent,['convent'],8
perhaps,['perhaps'],8
brunelleschi,['brunelleschi'],8
versed,['versed'],8
shakes,['shakes'],8
shaken,['shaken'],8
brussels,['brussels'],8
consumption,['consumption'],8
constuction,['constuction'],8
coolers,['coolers'],8
facials,['facials'],8
hanger,['hanger'],8
hangover,['hangover'],8
snorkels,['snorkels'],8
snorkled,['snorkled'],8
rafters,['rafters'],8
happiest,['happiest'],8
bums,['bums'],8
cones,['cones'],8
bonuses,['bonuses'],8
hardware,['hardware'],8
harm,['harm'],8
palamino,['palamino'],8
harrass,['harrass'],8
harried,['harried'],8
aggressively,['aggressively'],8
paddys,['paddys'],8
voyage,['voyage'],8
authenticity,['authenticity'],8
authorization,['authorization'],8
serivce,['serivce'],8
ramon,['ramon'],8
bombs,['bombs'],8
conde,['conde'],8
cond,['cond'],8
concourse,['concourse'],8
dairy,['dairy'],8
papa,['papa'],8
fantasy,['fantasy'],8
aint,['aint'],8
fanstastic,['fanstastic'],8
buffer,['buffer'],8
guestroom,['guestroom'],8
quickest,['quickest'],8
familes,['familes'],8
cycling,['cycling'],8
attendent,['attendent'],8
cons:1,['cons:1'],8
habitat,['habitat'],8
airplanes,['airplanes'],8
vistas,['vistas'],8
paridisus,['paridisus'],8
visting,['visting'],8
snap,['snap'],8
servings,['servings'],8
failure,['failure'],8
halogen,['halogen'],8
quotes,['quotes'],8
bulk,['bulk'],8
snatched,['snatched'],8
fade,['fade'],8
congenial,['congenial'],8
dab,['dab'],8
atvs,['atvs'],8
thirds,['thirds'],8
skies,['skies'],8
tending,['tending'],8
serenis,['serenis'],8
portrayed,['portrayed'],8
apiece,['apiece'],8
freshner,['freshner'],8
breaksfast,['breaksfast'],8
urgency,['urgency'],8
presume,['presume'],8
pret,['pret'],8
cribs,['cribs'],8
breaky,['breaky'],8
frommer,['frommer'],8
folder,['folder'],8
unpretentious,['unpretentious'],8
poolbar,['poolbar'],8
flyer,['flyer'],8
fluke,['fluke'],8
unpleasantly,['unpleasantly'],8
fulfilled,['fulfilled'],8
anticipation,['anticipation'],8
brekfast,['brekfast'],8
flowed,['flowed'],8
poland,['poland'],8
flounder,['flounder'],8
criticize,['criticize'],8
poky,['poky'],8
tested,['tested'],8
testament,['testament'],8
apolo,['apolo'],8
ports,['ports'],8
floored,['floored'],8
foodie,['foodie'],8
forgo,['forgo'],8
brandy,['brandy'],8
pray,['pray'],8
predominantly,['predominantly'],8
crawled,['crawled'],8
prefect,['prefect'],8
prawn,['prawn'],8
forums,['forums'],8
prefers,['prefers'],8
ar,['ar'],8
fr,['fr'],8
unusable,['unusable'],8
applying,['applying'],8
franca,['franca'],8
cranes,['cranes'],8
pottery,['pottery'],8
frankfurter,['frankfurter'],8
frankie,['frankie'],8
cram,['cram'],8
fools,['fools'],8
appetites,['appetites'],8
shuffleboard,['shuffleboard'],8
possibilities,['possibilities'],8
possessions,['possessions'],8
app,['app'],8
annually,['annually'],8
floorboards,['floorboards'],8
artificial,['artificial'],8
fizz,['fizz'],8
amtrak,['amtrak'],8
georges,['georges'],8
georgetown,['georgetown'],8
pitchers,['pitchers'],8
shelter,['shelter'],8
brit,['brit'],8
pilot,['pilot'],8
uniforms,['uniforms'],8
piled,['piled'],8
tepanyaki,['tepanyaki'],8
fishes,['fishes'],8
proportion,['proportion'],8
propose,['propose'],8
boundaries,['boundaries'],8
crushed,['crushed'],8
vault,['vault'],8
gioconda,['gioconda'],8
amiss,['amiss'],8
props,['props'],8
amiable,['amiable'],8
firendly,['firendly'],8
coordinators,['coordinators'],8
coordinated,['coordinated'],8
article,['article'],8
ameneties,['ameneties'],8
uninspiring,['uninspiring'],8
fizzy,['fizzy'],8
anniversay,['anniversay'],8
generation,['generation'],8
floaties,['floaties'],8
prix,['prix'],8
flippers,['flippers'],8
shines,['shines'],8
plethora,['plethora'],8
plesant,['plesant'],8
bricks,['bricks'],8
plein,['plein'],8
anhalter,['anhalter'],8
flawlessly,['flawlessly'],8
gardening,['gardening'],8
angus,['angus'],8
simon,['simon'],8
flashlight,['flashlight'],8
costed,['costed'],8
simplest,['simplest'],8
gauntlet,['gauntlet'],8
platforms,['platforms'],8
andres,['andres'],8
andre,['andre'],8
plantains,['plantains'],8
terraced,['terraced'],8
terminus,['terminus'],8
gems,['gems'],8
generated,['generated'],8
hawaiin,['hawaiin'],8
alleyways,['alleyways'],8
everyway,['everyway'],8
recomendations,['recomendations'],8
heather,['heather'],8
concerige,['concerige'],8
sentence,['sentence'],8
excellance,['excellance'],8
recomendation,['recomendation'],8
soured,['soured'],8
exchanges,['exchanges'],8
commuting,['commuting'],8
exited,['exited'],8
ward,['ward'],8
acquired,['acquired'],8
deca,['deca'],8
henna,['henna'],8
completly,['completly'],8
accosted,['accosted'],8
heartfelt,['heartfelt'],8
wages,['wages'],8
boiler,['boiler'],8
decade,['decade'],8
uh,['uh'],8
healthier,['healthier'],8
oriente,['oriente'],8
excessively,['excessively'],8
advisable,['advisable'],8
hotell,['hotell'],8
adjoined,['adjoined'],8
busboys,['busboys'],8
adler,['adler'],8
southeast,['southeast'],8
ou,['ou'],8
bodega,['bodega'],8
bobby,['bobby'],8
hosting,['hosting'],8
accumulated,['accumulated'],8
adjoins,['adjoins'],8
hepful,['hepful'],8
overated,['overated'],8
thou,['thou'],8
overdue,['overdue'],8
oustanding,['oustanding'],8
sorbonne,['sorbonne'],8
solarium,['solarium'],8
dating,['dating'],8
adorned,['adorned'],8
sorrento,['sorrento'],8
hol,['hol'],8
honeymooning,['honeymooning'],8
oversight,['oversight'],8
adaquate,['adaquate'],8
outfits,['outfits'],8
osam,['osam'],8
bacterial,['bacterial'],8
bw,['bw'],8
takashimaya,['takashimaya'],8
bombarded,['bombarded'],8
achieve,['achieve'],8
overstuffed,['overstuffed'],8
soy,['soy'],8
autumn,['autumn'],8
houskeeping,['houskeeping'],8
u2,['u2'],8
talkies,['talkies'],8
osaka,['osaka'],8
thouroughly,['thouroughly'],8
complainer,['complainer'],8
aesthetics,['aesthetics'],8
horrifying,['horrifying'],8
deadbolt,['deadbolt'],8
openings,['openings'],8
headquarters,['headquarters'],8
aesthetic,['aesthetic'],8
warranted,['warranted'],8
tallest,['tallest'],8
reachable,['reachable'],8
exhibit,['exhibit'],8
affable,['affable'],8
accomplished,['accomplished'],8
headboards,['headboards'],8
rci,['rci'],8
idiot,['idiot'],7
207,['207'],7
libre,['libre'],7
twilight,['twilight'],7
arobics,['arobics'],7
yohan,['yohan'],7
romatic,['romatic'],7
animator,['animator'],7
geckos,['geckos'],7
idyllic,['idyllic'],7
b21,['b21'],7
refit,['refit'],7
lingering,['lingering'],7
vacated,['vacated'],7
mellow,['mellow'],7
lg,['lg'],7
believing,['believing'],7
believes,['believes'],7
progressed,['progressed'],7
divers,['divers'],7
twenty,['twenty'],7
gauge,['gauge'],7
limitations,['limitations'],7
1er,['1er'],7
measured,['measured'],7
pleasently,['pleasently'],7
limbo,['limbo'],7
tortillas,['tortillas'],7
limiting,['limiting'],7
occupant,['occupant'],7
plazas,['plazas'],7
precise,['precise'],7
mct,['mct'],7
b4,['b4'],7
acrobatic,['acrobatic'],7
lifting,['lifting'],7
flakes,['flakes'],7
dodge,['dodge'],7
aches,['aches'],7
meandering,['meandering'],7
planted,['planted'],7
diver,['diver'],7
lifeguard,['lifeguard'],7
arose,['arose'],7
affiliated,['affiliated'],7
variations,['variations'],7
ordinator,['ordinator'],7
organisation,['organisation'],7
pic,['pic'],7
pros:1,['pros:1'],7
oakwood,['oakwood'],7
doubtful,['doubtful'],7
fireplaces,['fireplaces'],7
amigo,['amigo'],7
24hours,['24hours'],7
touts,['touts'],7
equals,['equals'],7
equidistant,['equidistant'],7
metre,['metre'],7
orient,['orient'],7
gina,['gina'],7
gilt,['gilt'],7
imaginative,['imaginative'],7
piazzas,['piazzas'],7
lb,['lb'],7
michaelangelo,['michaelangelo'],7
2:00am,['2:00am'],7
ripe,['ripe'],7
mighty,['mighty'],7
gleaming,['gleaming'],7
warped,['warped'],7
downs,['downs'],7
exercising,['exercising'],7
glamorous,['glamorous'],7
vegan,['vegan'],7
hob,['hob'],7
289,['289'],7
risotto,['risotto'],7
abbey,['abbey'],7
microscopic,['microscopic'],7
prospective,['prospective'],7
vat,['vat'],7
dorsett,['dorsett'],7
235,['235'],7
tought,['tought'],7
merce,['merce'],7
amplified,['amplified'],7
aboard,['aboard'],7
ikebukuro,['ikebukuro'],7
214,['214'],7
mentally,['mentally'],7
ike,['ike'],7
promoting,['promoting'],7
georgeous,['georgeous'],7
refrigeration,['refrigeration'],7
gently,['gently'],7
amusement,['amusement'],7
letdown,['letdown'],7
genius,['genius'],7
beloved,['beloved'],7
hold'em,"[""hold'em""]",7
doritos,['doritos'],7
dorada,['dorada'],7
dorchester,['dorchester'],7
imaculate,['imaculate'],7
230,['230'],7
legroom,['legroom'],7
pigs,['pigs'],7
tournaments,['tournaments'],7
giftshop,['giftshop'],7
doom,['doom'],7
refusing,['refusing'],7
uniformed,['uniformed'],7
objects,['objects'],7
robinson,['robinson'],7
orginally,['orginally'],7
gg,['gg'],7
icecream,['icecream'],7
evey,['evey'],7
refinement,['refinement'],7
hotspots,['hotspots'],7
potable,['potable'],7
accidents,['accidents'],7
luciano,['luciano'],7
foolishly,['foolishly'],7
okura,['okura'],7
mangos,['mangos'],7
accolades,['accolades'],7
hottubs,['hottubs'],7
accomadate,['accomadate'],7
francois,['francois'],7
unwell,['unwell'],7
footbridge,['footbridge'],7
everone,['everone'],7
manatee,['manatee'],7
ll,['\x96ll'],7
presentable,['presentable'],7
,['\x90'],7
mamma,['mamma'],7
humming,['humming'],7
marche,['marche'],7
12:30pm,['12:30pm'],7
loudness,['loudness'],7
ruins,['ruins'],7
presidents,['presidents'],7
hotel:1,['hotel:1'],7
hoteliers,['hoteliers'],7
lounged,['lounged'],7
maple,['maple'],7
portuguese,['portuguese'],7
frendly,['frendly'],7
freinds,['freinds'],7
discrimination,['discrimination'],7
baffled,['baffled'],7
preserve,['preserve'],7
hounded,['hounded'],7
appreciates,['appreciates'],7
tornabuoni,['tornabuoni'],7
sacrificing,['sacrificing'],7
maddening,['maddening'],7
omellettes,['omellettes'],7
prayed,['prayed'],7
beverley,['beverley'],7
europark,['europark'],7
dirtier,['dirtier'],7
toileteries,['toileteries'],7
forgiving,['forgiving'],7
fortnight,['fortnight'],7
prebooked,['prebooked'],7
mainline,['mainline'],7
mailing,['mailing'],7
mahalo,['mahalo'],7
sagged,['sagged'],7
aprehensive,['aprehensive'],7
omelletes,['omelletes'],7
sacrifice,['sacrifice'],7
wax,['wax'],7
disappears,['disappears'],7
fragrant,['fragrant'],7
untrained,['untrained'],7
recourse,['recourse'],7
e,['\x9de'],7
forces,['forces'],7
foster,['foster'],7
malfunctioned,['malfunctioned'],7
disclaimer,['disclaimer'],7
olga,['olga'],7
macadamia,['macadamia'],7
foreigner,['foreigner'],7
forwarded,['forwarded'],7
prana,['prana'],7
wayne,['wayne'],7
102,['102'],7
redecorating,['redecorating'],7
backing,['backing'],7
1300,['1300'],7
exhibited,['exhibited'],7
espai,['espai'],7
dissappointment,['dissappointment'],7
printemps,['printemps'],7
ywca,['ywca'],7
ll,['ll'],7
rougher,['rougher'],7
disruptive,['disruptive'],7
espcially,['espcially'],7
oedo,['oedo'],7
loby,['loby'],7
flowering,['flowering'],7
disrespect,['disrespect'],7
argumentative,['argumentative'],7
functionality,['functionality'],7
hospitals,['hospitals'],7
further,['further'],7
futuristic,['futuristic'],7
disgruntled,['disgruntled'],7
bahnhof,['bahnhof'],7
recipe,['recipe'],7
belts,['belts'],7
gaming,['gaming'],7
vacancies,['vacancies'],7
oceans,['oceans'],7
liquids,['liquids'],7
distress,['distress'],7
annexe,['annexe'],7
plump,['plump'],7
abt,['abt'],7
190,['190'],7
lists,['lists'],7
distinctive,['distinctive'],7
liter,['liter'],7
utility,['utility'],7
antiquated,['antiquated'],7
routed,['routed'],7
disputed,['disputed'],7
benihana,['benihana'],7
zipped,['zipped'],7
are:1,['are:1'],7
hurrying,['hurrying'],7
offs,['offs'],7
longing,['longing'],7
fringe,['fringe'],7
frigid,['frigid'],7
turkish,['turkish'],7
lookout,['lookout'],7
marijuana,['marijuana'],7
hostile,['hostile'],7
unremarkable,['unremarkable'],7
fondue,['fondue'],7
hunting,['hunting'],7
freshening,['freshening'],7
markt,['markt'],7
fogging,['fogging'],7
dismissed,['dismissed'],7
mars,['mars'],7
flows,['flows'],7
hyatts,['hyatts'],7
argentinian,['argentinian'],7
weedy,['weedy'],7
weds,['weds'],7
anxiety,['anxiety'],7
anxiously,['anxiously'],7
berchielli,['berchielli'],7
offerred,['offerred'],7
froze,['froze'],7
onyx,['onyx'],7
hurts,['hurts'],7
disorganised,['disorganised'],7
marley,['marley'],7
riot,['riot'],7
implies,['implies'],7
glitz,['glitz'],7
airshaft,['airshaft'],7
nad,['nad'],7
airless,['airless'],7
itc,['itc'],7
parker,['parker'],7
unclear,['unclear'],7
ivan,['ivan'],7
parlor,['parlor'],7
gyms,['gyms'],7
resourt,['resourt'],7
87,['87'],7
ajoining,['ajoining'],7
wipes,['wipes'],7
educated,['educated'],7
eduardo,['eduardo'],7
edgy,['edgy'],7
akihabara,['akihabara'],7
ads,['ads'],7
rattled,['rattled'],7
5:30pm,['5:30pm'],7
residue,['residue'],7
resembles,['resembles'],7
resent,['resent'],7
vita,['vita'],7
parasail,['parasail'],7
reservationist,['reservationist'],7
ehh,['ehh'],7
endorse,['endorse'],7
faintly,['faintly'],7
reserves,['reserves'],7
nanny,['nanny'],7
trial,['trial'],7
effortlessly,['effortlessly'],7
parasols,['parasols'],7
overally,['overally'],7
5:45,['5:45'],7
musuems,['musuems'],7
herald,['herald'],7
withing,['withing'],7
trunks,['trunks'],7
jaume,['jaume'],7
wheelchairs,['wheelchairs'],7
hesitations,['hesitations'],7
pause,['pause'],7
vieux,['vieux'],7
groove,['groove'],7
atmostphere,['atmostphere'],7
hestitate,['hestitate'],7
vips,['vips'],7
notebook,['notebook'],7
mugged,['mugged'],7
griya,['griya'],7
muddy,['muddy'],7
batobus,['batobus'],7
quantities,['quantities'],7
expencive,['expencive'],7
nordstrom,['nordstrom'],7
grouting,['grouting'],7
mundane,['mundane'],7
viladomat,['viladomat'],7
basins,['basins'],7
outta,['outta'],7
respectively,['respectively'],7
index,['index'],7
gun,['gun'],7
alamo,['alamo'],7
alarmed,['alarmed'],7
jane,['jane'],7
albe,['albe'],7
ed,['ed'],7
adore,['adore'],7
murals,['murals'],7
witch,['witch'],7
japonese,['japonese'],7
adopted,['adopted'],7
paradisius,['paradisius'],7
hamper,['hamper'],7
barrio,['barrio'],7
intelligent,['intelligent'],7
padang,['padang'],7
tripped,['tripped'],7
inquiry,['inquiry'],7
barged,['barged'],7
replenishing,['replenishing'],7
ramlas,['ramlas'],7
inquiries,['inquiries'],7
author,['author'],7
advices,['advices'],7
expression,['expression'],7
expressing,['expressing'],7
intentional,['intentional'],7
ellies,['ellies'],7
voted,['voted'],7
vote,['vote'],7
employer,['employer'],7
tripping,['tripping'],7
vpn,['vpn'],7
whomever,['whomever'],7
haunted,['haunted'],7
affina,['affina'],7
ramsay,['ramsay'],7
emilia,['emilia'],7
who,['who'],7
emeril,['emeril'],7
hav,['hav'],7
nfl,['nfl'],7
pac,['pac'],7
paces,['paces'],7
hcc,['hcc'],7
hauptbahnhof,['hauptbahnhof'],7
installing,['installing'],7
newlyweds,['newlyweds'],7
instances,['instances'],7
authorized,['authorized'],7
vomitting,['vomitting'],7
whistles,['whistles'],7
austere,['austere'],7
voiced,['voiced'],7
explorer,['explorer'],7
paneling,['paneling'],7
panelling,['panelling'],7
racing,['racing'],7
exploratorium,['exploratorium'],7
nitpicking,['nitpicking'],7
airco,['airco'],7
resaurant,['resaurant'],7
reschedule,['reschedule'],7
willy,['willy'],7
inexcusable,['inexcusable'],7
rescued,['rescued'],7
attributes,['attributes'],7
inward,['inward'],7
explicitly,['explicitly'],7
advisors,['advisors'],7
inflexible,['inflexible'],7
representing,['representing'],7
electronically,['electronically'],7
7:00am,['7:00am'],7
hardy,['hardy'],7
volunteered,['volunteered'],7
7:15,['7:15'],7
agreeing,['agreeing'],7
whisky,['whisky'],7
elephants,['elephants'],7
enchanted,['enchanted'],7
explorers,['explorers'],7
interstate,['interstate'],7
ahem,['ahem'],7
hangs,['hangs'],7
enchiladas,['enchiladas'],7
radiators,['radiators'],7
facecloths,['facecloths'],7
grits,['grits'],7
algonquin,['algonquin'],7
proudly,['proudly'],7
permeated,['permeated'],7
ferrovia,['ferrovia'],7
trainer,['trainer'],7
drill,['drill'],7
ribeye,['ribeye'],7
altagracia,['altagracia'],7
perla,['perla'],7
woudl,['woudl'],7
kon,['kon'],7
persistence,['persistence'],7
kontiki,['kontiki'],7
permeates,['permeates'],7
